,Bees,HiveFood,Scout bees,Foraging bees,Rester bees,Baby bees,Scout bees_death_count,Foraging bees_death_count,Rester bees_death_count
3456,5,0.014927005633369739,0,0,0,5,0,0,0
3457,5,0.014927005633369739,0,0,0,5,0,0,0
3458,5,0.014927005633369739,0,0,0,5,0,0,0
3459,5,0.014927005633369739,0,0,0,5,0,0,0
3460,5,0.014927005633369739,0,0,0,5,0,0,0
3461,5,0.014927005633369739,0,0,0,5,0,0,0
3462,5,0.014927005633369739,0,0,0,5,0,0,0
3463,5,0.014927005633369739,0,0,0,5,0,0,0
3464,5,0.014927005633369739,0,0,0,5,0,0,0
3465,5,0.014927005633369739,0,0,0,5,0,0,0
3466,5,0.014927005633369739,0,0,0,5,0,0,0
3467,5,0.014927005633369739,0,0,0,5,0,0,0
3468,5,0.014927005633369739,0,0,0,5,0,0,0
3469,5,0.014927005633369739,0,0,0,5,0,0,0
3470,5,0.014927005633369739,0,0,0,5,0,0,0
3471,5,0.014927005633369739,0,0,0,5,0,0,0
3472,5,0.014927005633369739,0,0,0,5,0,0,0
3473,5,0.014927005633369739,0,0,0,5,0,0,0
3474,5,0.014927005633369739,0,0,0,5,0,0,0
3475,5,0.014927005633369739,0,0,0,5,0,0,0
3476,5,0.014927005633369739,0,0,0,5,0,0,0
3477,5,0.014927005633369739,0,0,0,5,0,0,0
3478,5,0.014927005633369739,0,0,0,5,0,0,0
3479,5,0.014927005633369739,0,0,0,5,0,0,0
3480,5,0.014927005633369739,0,0,0,5,0,0,0
3481,5,0.014927005633369739,0,0,0,5,0,0,0
3482,5,0.014927005633369739,0,0,0,5,0,0,0
3483,5,0.014927005633369739,0,0,0,5,0,0,0
3484,5,0.014927005633369739,0,0,0,5,0,0,0
3485,5,0.014927005633369739,0,0,0,5,0,0,0
3486,5,0.014927005633369739,0,0,0,5,0,0,0
3487,5,0.014927005633369739,0,0,0,5,0,0,0
3488,5,0.014927005633369739,0,0,0,5,0,0,0
3489,5,0.014927005633369739,0,0,0,5,0,0,0
3490,5,0.014927005633369739,0,0,0,5,0,0,0
3491,5,0.014927005633369739,0,0,0,5,0,0,0
3492,5,0.014927005633369739,0,0,0,5,0,0,0
3493,5,0.014927005633369739,0,0,0,5,0,0,0
3494,5,0.014927005633369739,0,0,0,5,0,0,0
3495,5,0.014927005633369739,0,0,0,5,0,0,0
3496,5,0.014927005633369739,0,0,0,5,0,0,0
3497,5,0.014927005633369739,0,0,0,5,0,0,0
3498,5,0.014927005633369739,0,0,0,5,0,0,0
3499,5,0.014927005633369739,0,0,0,5,0,0,0
3500,5,0.014927005633369739,0,0,0,5,0,0,0
3501,5,0.014927005633369739,0,0,0,5,0,0,0
3502,5,0.014927005633369739,0,0,0,5,0,0,0
3503,5,0.014927005633369739,0,0,0,5,0,0,0
3504,5,0.014927005633369739,0,0,0,5,0,0,0
3505,5,0.014927005633369739,0,0,0,5,0,0,0
3506,5,0.014927005633369739,0,0,0,5,0,0,0
3507,5,0.014927005633369739,0,0,0,5,0,0,0
3508,5,0.014927005633369739,0,0,0,5,0,0,0
3509,5,0.014927005633369739,0,0,0,5,0,0,0
3510,5,0.014927005633369739,0,0,0,5,0,0,0
3511,5,0.014927005633369739,0,0,0,5,0,0,0
3512,5,0.014927005633369739,0,0,0,5,0,0,0
3513,5,0.014927005633369739,0,0,0,5,0,0,0
3514,5,0.014927005633369739,0,0,0,5,0,0,0
3515,5,0.014927005633369739,0,0,0,5,0,0,0
3516,5,0.014927005633369739,0,0,0,5,0,0,0
3517,5,0.014927005633369739,0,0,0,5,0,0,0
3518,5,0.014927005633369739,0,0,0,5,0,0,0
3519,5,0.014927005633369739,0,0,0,5,0,0,0
3520,5,0.014927005633369739,0,0,0,5,0,0,0
3521,5,0.014927005633369739,0,0,0,5,0,0,0
3522,5,0.014927005633369739,0,0,0,5,0,0,0
3523,5,0.014927005633369739,0,0,0,5,0,0,0
3524,5,0.014927005633369739,0,0,0,5,0,0,0
3525,5,0.014927005633369739,0,0,0,5,0,0,0
3526,5,0.014927005633369739,0,0,0,5,0,0,0
3527,5,0.014927005633369739,0,0,0,5,0,0,0
3528,5,0.014927005633369739,0,0,0,5,0,0,0
3529,5,0.014927005633369739,0,0,0,5,0,0,0
3530,5,0.014927005633369739,0,0,0,5,0,0,0
3531,5,0.014927005633369739,0,0,0,5,0,0,0
3532,5,0.014927005633369739,0,0,0,5,0,0,0
3533,5,0.014927005633369739,0,0,0,5,0,0,0
3534,5,0.014927005633369739,0,0,0,5,0,0,0
3535,5,0.014927005633369739,0,0,0,5,0,0,0
3536,5,0.014927005633369739,0,0,0,5,0,0,0
3537,5,0.014927005633369739,0,0,0,5,0,0,0
3538,5,0.014927005633369739,0,0,0,5,0,0,0
3539,5,0.014927005633369739,0,0,0,5,0,0,0
3540,5,0.014927005633369739,0,0,0,5,0,0,0
3541,5,0.014927005633369739,0,0,0,5,0,0,0
3542,5,0.014927005633369739,0,0,0,5,0,0,0
3543,5,0.014927005633369739,0,0,0,5,0,0,0
3544,5,0.014927005633369739,0,0,0,5,0,0,0
3545,5,0.014927005633369739,0,0,0,5,0,0,0
3546,5,0.014927005633369739,0,0,0,5,0,0,0
3547,5,0.014927005633369739,0,0,0,5,0,0,0
3548,5,0.014927005633369739,0,0,0,5,0,0,0
3549,5,0.014927005633369739,0,0,0,5,0,0,0
3550,5,0.014927005633369739,0,0,0,5,0,0,0
3551,5,0.014927005633369739,0,0,0,5,0,0,0
3552,5,0.014927005633369739,0,0,0,5,0,0,0
3553,5,0.014927005633369739,0,0,0,5,0,0,0
3554,5,0.014927005633369739,0,0,0,5,0,0,0
3555,5,0.014927005633369739,0,0,0,5,0,0,0
3556,5,0.014927005633369739,0,0,0,5,0,0,0
3557,5,0.014927005633369739,0,0,0,5,0,0,0
3558,5,0.014927005633369739,0,0,0,5,0,0,0
3559,5,0.014927005633369739,0,0,0,5,0,0,0
3560,5,0.014927005633369739,0,0,0,5,0,0,0
3561,5,0.014927005633369739,0,0,0,5,0,0,0
3562,5,0.014927005633369739,0,0,0,5,0,0,0
3563,5,0.014927005633369739,0,0,0,5,0,0,0
3564,5,0.014927005633369739,0,0,0,5,0,0,0
3565,5,0.014927005633369739,0,0,0,5,0,0,0
3566,5,0.014927005633369739,0,0,0,5,0,0,0
3567,5,0.014927005633369739,0,0,0,5,0,0,0
3568,5,0.014927005633369739,0,0,0,5,0,0,0
3569,5,0.014927005633369739,0,0,0,5,0,0,0
3570,5,0.014927005633369739,0,0,0,5,0,0,0
3571,5,0.014927005633369739,0,0,0,5,0,0,0
3572,5,0.014927005633369739,0,0,0,5,0,0,0
3573,5,0.014927005633369739,0,0,0,5,0,0,0
3574,5,0.014927005633369739,0,0,0,5,0,0,0
3575,5,0.014927005633369739,0,0,0,5,0,0,0
3576,5,0.014927005633369739,0,0,0,5,0,0,0
3577,5,0.014927005633369739,0,0,0,5,0,0,0
3578,5,0.014927005633369739,0,0,0,5,0,0,0
3579,5,0.014927005633369739,0,0,0,5,0,0,0
3580,5,0.014927005633369739,0,0,0,5,0,0,0
3581,5,0.014927005633369739,0,0,0,5,0,0,0
3582,5,0.014927005633369739,0,0,0,5,0,0,0
3583,5,0.014927005633369739,0,0,0,5,0,0,0
3584,5,0.014927005633369739,0,0,0,5,0,0,0
3585,5,0.014927005633369739,0,0,0,5,0,0,0
3586,5,0.014927005633369739,0,0,0,5,0,0,0
3587,5,0.014927005633369739,0,0,0,5,0,0,0
3588,5,0.014927005633369739,0,0,0,5,0,0,0
3589,5,0.014927005633369739,0,0,0,5,0,0,0
3590,5,0.014927005633369739,0,0,0,5,0,0,0
3591,5,0.014927005633369739,0,0,0,5,0,0,0
3592,5,0.014927005633369739,0,0,0,5,0,0,0
3593,5,0.014927005633369739,0,0,0,5,0,0,0
3594,5,0.014927005633369739,0,0,0,5,0,0,0
3595,5,0.014927005633369739,0,0,0,5,0,0,0
3596,5,0.014927005633369739,0,0,0,5,0,0,0
3597,5,0.014927005633369739,0,0,0,5,0,0,0
3598,5,0.014927005633369739,0,0,0,5,0,0,0
3599,5,0.014927005633369739,0,0,0,5,0,0,0
3600,5,0.014927005633369739,0,0,0,5,0,0,0
3601,5,0.014927005633369739,0,0,0,5,0,0,0
3602,5,0.014927005633369739,0,0,0,5,0,0,0
3603,5,0.014927005633369739,0,0,0,5,0,0,0
3604,5,0.014927005633369739,0,0,0,5,0,0,0
3605,5,0.014927005633369739,0,0,0,5,0,0,0
3606,5,0.014927005633369739,0,0,0,5,0,0,0
3607,5,0.014927005633369739,0,0,0,5,0,0,0
3608,5,0.014927005633369739,0,0,0,5,0,0,0
3609,5,0.014927005633369739,0,0,0,5,0,0,0
3610,5,0.014927005633369739,0,0,0,5,0,0,0
3611,5,0.014927005633369739,0,0,0,5,0,0,0
3612,5,0.014927005633369739,0,0,0,5,0,0,0
3613,5,0.014927005633369739,0,0,0,5,0,0,0
3614,5,0.014927005633369739,0,0,0,5,0,0,0
3615,5,0.014927005633369739,0,0,0,5,0,0,0
3616,5,0.014927005633369739,0,0,0,5,0,0,0
3617,5,0.014927005633369739,0,0,0,5,0,0,0
3618,5,0.014927005633369739,0,0,0,5,0,0,0
3619,5,0.014927005633369739,0,0,0,5,0,0,0
3620,5,0.014927005633369739,0,0,0,5,0,0,0
3621,5,0.014927005633369739,0,0,0,5,0,0,0
3622,5,0.014927005633369739,0,0,0,5,0,0,0
3623,5,0.014927005633369739,0,0,0,5,0,0,0
3624,5,0.014927005633369739,0,0,0,5,0,0,0
3625,5,0.014927005633369739,0,0,0,5,0,0,0
3626,5,0.014927005633369739,0,0,0,5,0,0,0
3627,5,0.014927005633369739,0,0,0,5,0,0,0
3628,5,0.014927005633369739,0,0,0,5,0,0,0
3629,5,0.014927005633369739,0,0,0,5,0,0,0
3630,5,0.014927005633369739,0,0,0,5,0,0,0
3631,5,0.014927005633369739,0,0,0,5,0,0,0
3632,5,0.014927005633369739,0,0,0,5,0,0,0
3633,5,0.014927005633369739,0,0,0,5,0,0,0
3634,5,0.014927005633369739,0,0,0,5,0,0,0
3635,5,0.014927005633369739,0,0,0,5,0,0,0
3636,5,0.014927005633369739,0,0,0,5,0,0,0
3637,5,0.014927005633369739,0,0,0,5,0,0,0
3638,5,0.014927005633369739,0,0,0,5,0,0,0
3639,5,0.014927005633369739,0,0,0,5,0,0,0
3640,5,0.014927005633369739,0,0,0,5,0,0,0
3641,5,0.014927005633369739,0,0,0,5,0,0,0
3642,5,0.014927005633369739,0,0,0,5,0,0,0
3643,5,0.014927005633369739,0,0,0,5,0,0,0
3644,5,0.014927005633369739,0,0,0,5,0,0,0
3645,5,0.014927005633369739,0,0,0,5,0,0,0
3646,5,0.014927005633369739,0,0,0,5,0,0,0
3647,5,0.014927005633369739,0,0,0,5,0,0,0
3648,5,0.014927005633369739,0,0,0,5,0,0,0
3649,5,0.014927005633369739,0,0,0,5,0,0,0
3650,5,0.014927005633369739,0,0,0,5,0,0,0
3651,5,0.014927005633369739,0,0,0,5,0,0,0
3652,5,0.014927005633369739,0,0,0,5,0,0,0
3653,5,0.014927005633369739,0,0,0,5,0,0,0
3654,5,0.014927005633369739,0,0,0,5,0,0,0
3655,5,0.014927005633369739,0,0,0,5,0,0,0
3656,5,0.014927005633369739,0,0,0,5,0,0,0
3657,5,0.014927005633369739,0,0,0,5,0,0,0
3658,5,0.014927005633369739,0,0,0,5,0,0,0
3659,5,0.014927005633369739,0,0,0,5,0,0,0
3660,5,0.014927005633369739,0,0,0,5,0,0,0
3661,5,0.014927005633369739,0,0,0,5,0,0,0
3662,5,0.014927005633369739,0,0,0,5,0,0,0
3663,5,0.014927005633369739,0,0,0,5,0,0,0
3664,5,0.014927005633369739,0,0,0,5,0,0,0
3665,5,0.014927005633369739,0,0,0,5,0,0,0
3666,5,0.014927005633369739,0,0,0,5,0,0,0
3667,5,0.014927005633369739,0,0,0,5,0,0,0
3668,5,0.014927005633369739,0,0,0,5,0,0,0
3669,5,0.014927005633369739,0,0,0,5,0,0,0
3670,5,0.014927005633369739,0,0,0,5,0,0,0
3671,5,0.014927005633369739,0,0,0,5,0,0,0
3672,5,0.014927005633369739,0,0,0,5,0,0,0
3673,5,0.014927005633369739,0,0,0,5,0,0,0
3674,5,0.014927005633369739,0,0,0,5,0,0,0
3675,5,0.014927005633369739,0,0,0,5,0,0,0
3676,5,0.014927005633369739,0,0,0,5,0,0,0
3677,5,0.014927005633369739,0,0,0,5,0,0,0
3678,5,0.014927005633369739,0,0,0,5,0,0,0
3679,5,0.014927005633369739,0,0,0,5,0,0,0
3680,5,0.014927005633369739,0,0,0,5,0,0,0
3681,5,0.014927005633369739,0,0,0,5,0,0,0
3682,5,0.014927005633369739,0,0,0,5,0,0,0
3683,5,0.014927005633369739,0,0,0,5,0,0,0
3684,5,0.014927005633369739,0,0,0,5,0,0,0
3685,5,0.014927005633369739,0,0,0,5,0,0,0
3686,5,0.014927005633369739,0,0,0,5,0,0,0
3687,5,0.014927005633369739,0,0,0,5,0,0,0
3688,5,0.014927005633369739,0,0,0,5,0,0,0
3689,5,0.014927005633369739,0,0,0,5,0,0,0
3690,5,0.014927005633369739,0,0,0,5,0,0,0
3691,5,0.014927005633369739,0,0,0,5,0,0,0
3692,5,0.014927005633369739,0,0,0,5,0,0,0
3693,5,0.014927005633369739,0,0,0,5,0,0,0
3694,5,0.014927005633369739,0,0,0,5,0,0,0
3695,5,0.014927005633369739,0,0,0,5,0,0,0
3696,5,0.014927005633369739,0,0,0,5,0,0,0
3697,5,0.014927005633369739,0,0,0,5,0,0,0
3698,5,0.014927005633369739,0,0,0,5,0,0,0
3699,5,0.014927005633369739,0,0,0,5,0,0,0
3700,5,0.014927005633369739,0,0,0,5,0,0,0
3701,5,0.014927005633369739,0,0,0,5,0,0,0
3702,5,0.014927005633369739,0,0,0,5,0,0,0
3703,5,0.014927005633369739,0,0,0,5,0,0,0
3704,5,0.014927005633369739,0,0,0,5,0,0,0
3705,5,0.014927005633369739,0,0,0,5,0,0,0
3706,5,0.014927005633369739,0,0,0,5,0,0,0
3707,5,0.014927005633369739,0,0,0,5,0,0,0
3708,5,0.014927005633369739,0,0,0,5,0,0,0
3709,5,0.014927005633369739,0,0,0,5,0,0,0
3710,5,0.014927005633369739,0,0,0,5,0,0,0
3711,5,0.014927005633369739,0,0,0,5,0,0,0
3712,5,0.014927005633369739,0,0,0,5,0,0,0
3713,5,0.014927005633369739,0,0,0,5,0,0,0
3714,5,0.014927005633369739,0,0,0,5,0,0,0
3715,5,0.014927005633369739,0,0,0,5,0,0,0
3716,5,0.014927005633369739,0,0,0,5,0,0,0
3717,5,0.014927005633369739,0,0,0,5,0,0,0
3718,5,0.014927005633369739,0,0,0,5,0,0,0
3719,5,0.014927005633369739,0,0,0,5,0,0,0
3720,5,0.014927005633369739,0,0,0,5,0,0,0
3721,5,0.014927005633369739,0,0,0,5,0,0,0
3722,5,0.014927005633369739,0,0,0,5,0,0,0
3723,5,0.014927005633369739,0,0,0,5,0,0,0
3724,5,0.014927005633369739,0,0,0,5,0,0,0
3725,5,0.014927005633369739,0,0,0,5,0,0,0
3726,5,0.014927005633369739,0,0,0,5,0,0,0
3727,5,0.014927005633369739,0,0,0,5,0,0,0
3728,5,0.014927005633369739,0,0,0,5,0,0,0
3729,5,0.014927005633369739,0,0,0,5,0,0,0
3730,5,0.014927005633369739,0,0,0,5,0,0,0
3731,5,0.014927005633369739,0,0,0,5,0,0,0
3732,5,0.014927005633369739,0,0,0,5,0,0,0
3733,5,0.014927005633369739,0,0,0,5,0,0,0
3734,5,0.014927005633369739,0,0,0,5,0,0,0
3735,5,0.014927005633369739,0,0,0,5,0,0,0
3736,5,0.014927005633369739,0,0,0,5,0,0,0
3737,5,0.014927005633369739,0,0,0,5,0,0,0
3738,5,0.014927005633369739,0,0,0,5,0,0,0
3739,5,0.014927005633369739,0,0,0,5,0,0,0
3740,5,0.014927005633369739,0,0,0,5,0,0,0
3741,5,0.014927005633369739,0,0,0,5,0,0,0
3742,5,0.014927005633369739,0,0,0,5,0,0,0
3743,5,0.014927005633369739,0,0,0,5,0,0,0
3744,5,0.014927005633369739,0,0,0,5,0,0,0
3745,5,0.014927005633369739,0,0,0,5,0,0,0
3746,5,0.014927005633369739,0,0,0,5,0,0,0
3747,5,0.014927005633369739,0,0,0,5,0,0,0
3748,5,0.014927005633369739,0,0,0,5,0,0,0
3749,5,0.014927005633369739,0,0,0,5,0,0,0
3750,5,0.014927005633369739,0,0,0,5,0,0,0
3751,5,0.014927005633369739,0,0,0,5,0,0,0
3752,5,0.014927005633369739,0,0,0,5,0,0,0
3753,5,0.014927005633369739,0,0,0,5,0,0,0
3754,5,0.014927005633369739,0,0,0,5,0,0,0
3755,5,0.014927005633369739,0,0,0,5,0,0,0
3756,5,0.014927005633369739,0,0,0,5,0,0,0
3757,5,0.014927005633369739,0,0,0,5,0,0,0
3758,5,0.014927005633369739,0,0,0,5,0,0,0
3759,5,0.014927005633369739,0,0,0,5,0,0,0
3760,5,0.014927005633369739,0,0,0,5,0,0,0
3761,5,0.014927005633369739,0,0,0,5,0,0,0
3762,5,0.014927005633369739,0,0,0,5,0,0,0
3763,5,0.014927005633369739,0,0,0,5,0,0,0
3764,5,0.014927005633369739,0,0,0,5,0,0,0
3765,5,0.014927005633369739,0,0,0,5,0,0,0
3766,5,0.014927005633369739,0,0,0,5,0,0,0
3767,5,0.014927005633369739,0,0,0,5,0,0,0
3768,5,0.014927005633369739,0,0,0,5,0,0,0
3769,5,0.014927005633369739,0,0,0,5,0,0,0
3770,5,0.014927005633369739,0,0,0,5,0,0,0
3771,5,0.014927005633369739,0,0,0,5,0,0,0
3772,5,0.014927005633369739,0,0,0,5,0,0,0
3773,5,0.014927005633369739,0,0,0,5,0,0,0
3774,5,0.014927005633369739,0,0,0,5,0,0,0
3775,5,0.014927005633369739,0,0,0,5,0,0,0
3776,5,0.014927005633369739,0,0,0,5,0,0,0
3777,5,0.014927005633369739,0,0,0,5,0,0,0
3778,5,0.014927005633369739,0,0,0,5,0,0,0
3779,5,0.014927005633369739,0,0,0,5,0,0,0
3780,5,0.014927005633369739,0,0,0,5,0,0,0
3781,5,0.014927005633369739,0,0,0,5,0,0,0
3782,5,0.014927005633369739,0,0,0,5,0,0,0
3783,5,0.014927005633369739,0,0,0,5,0,0,0
3784,5,0.014927005633369739,0,0,0,5,0,0,0
3785,5,0.014927005633369739,0,0,0,5,0,0,0
3786,5,0.014927005633369739,0,0,0,5,0,0,0
3787,5,0.014927005633369739,0,0,0,5,0,0,0
3788,5,0.014927005633369739,0,0,0,5,0,0,0
3789,5,0.014927005633369739,0,0,0,5,0,0,0
3790,5,0.014927005633369739,0,0,0,5,0,0,0
3791,5,0.014927005633369739,0,0,0,5,0,0,0
3792,5,0.014927005633369739,0,0,0,5,0,0,0
3793,5,0.014927005633369739,0,0,0,5,0,0,0
3794,5,0.014927005633369739,0,0,0,5,0,0,0
3795,5,0.014927005633369739,0,0,0,5,0,0,0
3796,5,0.014927005633369739,0,0,0,5,0,0,0
3797,5,0.014927005633369739,0,0,0,5,0,0,0
3798,5,0.014927005633369739,0,0,0,5,0,0,0
3799,5,0.014927005633369739,0,0,0,5,0,0,0
3800,5,0.014927005633369739,0,0,0,5,0,0,0
3801,5,0.014927005633369739,0,0,0,5,0,0,0
3802,5,0.014927005633369739,0,0,0,5,0,0,0
3803,5,0.014927005633369739,0,0,0,5,0,0,0
3804,5,0.014927005633369739,0,0,0,5,0,0,0
3805,5,0.014927005633369739,0,0,0,5,0,0,0
3806,5,0.014927005633369739,0,0,0,5,0,0,0
3807,5,0.014927005633369739,0,0,0,5,0,0,0
3808,5,0.014927005633369739,0,0,0,5,0,0,0
3809,5,0.014927005633369739,0,0,0,5,0,0,0
3810,5,0.014927005633369739,0,0,0,5,0,0,0
3811,5,0.014927005633369739,0,0,0,5,0,0,0
3812,5,0.014927005633369739,0,0,0,5,0,0,0
3813,5,0.014927005633369739,0,0,0,5,0,0,0
3814,5,0.014927005633369739,0,0,0,5,0,0,0
3815,5,0.014927005633369739,0,0,0,5,0,0,0
3816,5,0.014927005633369739,0,0,0,5,0,0,0
3817,5,0.014927005633369739,0,0,0,5,0,0,0
3818,5,0.014927005633369739,0,0,0,5,0,0,0
3819,5,0.014927005633369739,0,0,0,5,0,0,0
3820,5,0.014927005633369739,0,0,0,5,0,0,0
3821,5,0.014927005633369739,0,0,0,5,0,0,0
3822,5,0.014927005633369739,0,0,0,5,0,0,0
3823,5,0.014927005633369739,0,0,0,5,0,0,0
3824,5,0.014927005633369739,0,0,0,5,0,0,0
3825,5,0.014927005633369739,0,0,0,5,0,0,0
3826,5,0.014927005633369739,0,0,0,5,0,0,0
3827,5,0.014927005633369739,0,0,0,5,0,0,0
3828,5,0.014927005633369739,0,0,0,5,0,0,0
3829,5,0.014927005633369739,0,0,0,5,0,0,0
3830,5,0.014927005633369739,0,0,0,5,0,0,0
3831,5,0.014927005633369739,0,0,0,5,0,0,0
3832,5,0.014927005633369739,0,0,0,5,0,0,0
3833,5,0.014927005633369739,0,0,0,5,0,0,0
3834,5,0.014927005633369739,0,0,0,5,0,0,0
3835,5,0.014927005633369739,0,0,0,5,0,0,0
3836,5,0.014927005633369739,0,0,0,5,0,0,0
3837,5,0.014927005633369739,0,0,0,5,0,0,0
3838,5,0.014927005633369739,0,0,0,5,0,0,0
3839,5,0.014927005633369739,0,0,0,5,0,0,0
3840,5,0.014927005633369739,0,0,0,5,0,0,0
3841,5,0.014927005633369739,0,0,0,5,0,0,0
3842,5,0.014927005633369739,0,0,0,5,0,0,0
3843,5,0.014927005633369739,0,0,0,5,0,0,0
3844,5,0.014927005633369739,0,0,0,5,0,0,0
3845,5,0.014927005633369739,0,0,0,5,0,0,0
3846,5,0.014927005633369739,0,0,0,5,0,0,0
3847,5,0.014927005633369739,0,0,0,5,0,0,0
3848,5,0.014927005633369739,0,0,0,5,0,0,0
3849,5,0.014927005633369739,0,0,0,5,0,0,0
3850,5,0.014927005633369739,0,0,0,5,0,0,0
3851,5,0.014927005633369739,0,0,0,5,0,0,0
3852,5,0.014927005633369739,0,0,0,5,0,0,0
3853,5,0.014927005633369739,0,0,0,5,0,0,0
3854,5,0.014927005633369739,0,0,0,5,0,0,0
3855,5,0.014927005633369739,0,0,0,5,0,0,0
3856,5,0.014927005633369739,0,0,0,5,0,0,0
3857,5,0.014927005633369739,0,0,0,5,0,0,0
3858,5,0.014927005633369739,0,0,0,5,0,0,0
3859,5,0.014927005633369739,0,0,0,5,0,0,0
3860,5,0.014927005633369739,0,0,0,5,0,0,0
3861,5,0.014927005633369739,0,0,0,5,0,0,0
3862,5,0.014927005633369739,0,0,0,5,0,0,0
3863,5,0.014927005633369739,0,0,0,5,0,0,0
3864,5,0.014927005633369739,0,0,0,5,0,0,0
3865,5,0.014927005633369739,0,0,0,5,0,0,0
3866,5,0.014927005633369739,0,0,0,5,0,0,0
3867,5,0.014927005633369739,0,0,0,5,0,0,0
3868,5,0.014927005633369739,0,0,0,5,0,0,0
3869,5,0.014927005633369739,0,0,0,5,0,0,0
3870,5,0.014927005633369739,0,0,0,5,0,0,0
3871,5,0.014927005633369739,0,0,0,5,0,0,0
3872,5,0.014927005633369739,0,0,0,5,0,0,0
3873,5,0.014927005633369739,0,0,0,5,0,0,0
3874,5,0.014927005633369739,0,0,0,5,0,0,0
3875,5,0.014927005633369739,0,0,0,5,0,0,0
3876,5,0.014927005633369739,0,0,0,5,0,0,0
3877,5,0.014927005633369739,0,0,0,5,0,0,0
3878,5,0.014927005633369739,0,0,0,5,0,0,0
3879,5,0.014927005633369739,0,0,0,5,0,0,0
3880,5,0.014927005633369739,0,0,0,5,0,0,0
3881,5,0.014927005633369739,0,0,0,5,0,0,0
3882,5,0.014927005633369739,0,0,0,5,0,0,0
3883,5,0.014927005633369739,0,0,0,5,0,0,0
3884,5,0.014927005633369739,0,0,0,5,0,0,0
3885,5,0.014927005633369739,0,0,0,5,0,0,0
3886,5,0.014927005633369739,0,0,0,5,0,0,0
3887,5,0.014927005633369739,0,0,0,5,0,0,0
3888,5,0.014927005633369739,0,0,0,5,0,0,0
3889,5,0.014927005633369739,0,0,0,5,0,0,0
3890,5,0.014927005633369739,0,0,0,5,0,0,0
3891,5,0.014927005633369739,0,0,0,5,0,0,0
3892,5,0.014927005633369739,0,0,0,5,0,0,0
3893,5,0.014927005633369739,0,0,0,5,0,0,0
3894,5,0.014927005633369739,0,0,0,5,0,0,0
3895,5,0.014927005633369739,0,0,0,5,0,0,0
3896,5,0.014927005633369739,0,0,0,5,0,0,0
3897,5,0.014927005633369739,0,0,0,5,0,0,0
3898,5,0.014927005633369739,0,0,0,5,0,0,0
3899,5,0.014927005633369739,0,0,0,5,0,0,0
3900,5,0.014927005633369739,0,0,0,5,0,0,0
3901,5,0.014927005633369739,0,0,0,5,0,0,0
3902,5,0.014927005633369739,0,0,0,5,0,0,0
3903,5,0.014927005633369739,0,0,0,5,0,0,0
3904,5,0.014927005633369739,0,0,0,5,0,0,0
3905,5,0.014927005633369739,0,0,0,5,0,0,0
3906,5,0.014927005633369739,0,0,0,5,0,0,0
3907,5,0.014927005633369739,0,0,0,5,0,0,0
3908,5,0.014927005633369739,0,0,0,5,0,0,0
3909,5,0.014927005633369739,0,0,0,5,0,0,0
3910,5,0.014927005633369739,0,0,0,5,0,0,0
3911,5,0.014927005633369739,0,0,0,5,0,0,0
3912,5,0.014927005633369739,0,0,0,5,0,0,0
3913,5,0.014927005633369739,0,0,0,5,0,0,0
3914,5,0.014927005633369739,0,0,0,5,0,0,0
3915,5,0.014927005633369739,0,0,0,5,0,0,0
3916,5,0.014927005633369739,0,0,0,5,0,0,0
3917,5,0.014927005633369739,0,0,0,5,0,0,0
3918,5,0.014927005633369739,0,0,0,5,0,0,0
3919,5,0.014927005633369739,0,0,0,5,0,0,0
3920,5,0.014927005633369739,0,0,0,5,0,0,0
3921,5,0.014927005633369739,0,0,0,5,0,0,0
3922,5,0.014927005633369739,0,0,0,5,0,0,0
3923,5,0.014927005633369739,0,0,0,5,0,0,0
3924,5,0.014927005633369739,0,0,0,5,0,0,0
3925,5,0.014927005633369739,0,0,0,5,0,0,0
3926,5,0.014927005633369739,0,0,0,5,0,0,0
3927,5,0.014927005633369739,0,0,0,5,0,0,0
3928,5,0.014927005633369739,0,0,0,5,0,0,0
3929,5,0.014927005633369739,0,0,0,5,0,0,0
3930,5,0.014927005633369739,0,0,0,5,0,0,0
3931,5,0.014927005633369739,0,0,0,5,0,0,0
3932,5,0.014927005633369739,0,0,0,5,0,0,0
3933,5,0.014927005633369739,0,0,0,5,0,0,0
3934,5,0.014927005633369739,0,0,0,5,0,0,0
3935,5,0.014927005633369739,0,0,0,5,0,0,0
3936,5,0.014927005633369739,0,0,0,5,0,0,0
3937,5,0.014927005633369739,0,0,0,5,0,0,0
3938,5,0.014927005633369739,0,0,0,5,0,0,0
3939,5,0.014927005633369739,0,0,0,5,0,0,0
3940,5,0.014927005633369739,0,0,0,5,0,0,0
3941,5,0.014927005633369739,0,0,0,5,0,0,0
3942,5,0.014927005633369739,0,0,0,5,0,0,0
3943,5,0.014927005633369739,0,0,0,5,0,0,0
3944,5,0.014927005633369739,0,0,0,5,0,0,0
3945,5,0.014927005633369739,0,0,0,5,0,0,0
3946,5,0.014927005633369739,0,0,0,5,0,0,0
3947,5,0.014927005633369739,0,0,0,5,0,0,0
3948,5,0.014927005633369739,0,0,0,5,0,0,0
3949,5,0.014927005633369739,0,0,0,5,0,0,0
3950,5,0.014927005633369739,0,0,0,5,0,0,0
3951,5,0.014927005633369739,0,0,0,5,0,0,0
3952,5,0.014927005633369739,0,0,0,5,0,0,0
