,Bees,HiveFood,Scout bees,Foraging bees,Rester bees,Baby bees,Scout bees_death_count,Foraging bees_death_count,Rester bees_death_count
173,85,127.61492700563647,67,6,7,5,0,0,0
174,85,125.81492700563645,67,6,7,5,0,0,0
175,85,124.21492700563643,66,6,8,5,0,0,0
176,85,122.8149270056364,66,7,7,5,0,0,0
177,85,121.41492700563639,66,7,7,5,0,0,0
178,85,120.21492700563637,66,8,6,5,0,0,0
179,85,124.01492700563635,66,7,7,5,0,0,0
180,85,122.61492700563633,62,11,7,5,0,0,0
181,85,121.21492700563631,61,12,7,5,0,0,0
182,85,119.81492700563629,61,13,6,5,0,0,0
183,85,118.41492700563627,62,11,7,5,0,0,0
184,85,117.01492700563625,63,10,7,5,0,0,0
185,85,120.61492700563623,62,10,8,5,0,0,0
186,85,119.01492700563621,63,11,6,5,0,0,0
187,85,117.81492700563619,63,12,5,5,0,0,0
188,85,116.61492700563618,63,12,5,5,0,0,0
189,85,115.41492700563616,63,11,6,5,0,0,0
190,85,114.21492700563614,63,11,6,5,0,0,0
191,85,113.01492700563612,60,13,7,5,0,0,0
192,85,111.81492700563611,60,11,9,5,0,0,0
193,85,115.8149270056361,60,11,9,5,0,0,0
194,85,114.61492700563608,61,10,9,5,0,0,0
195,85,113.41492700563606,61,10,9,5,0,0,0
196,85,112.21492700563604,61,10,9,5,0,0,0
197,85,111.01492700563603,63,8,9,5,0,0,0
198,85,110.01492700563601,63,9,8,5,0,0,0
199,85,109.014927005636,63,9,8,5,0,0,0
200,85,108.01492700563598,63,9,8,5,0,0,0
201,85,107.01492700563597,63,9,8,5,0,0,0
202,85,111.01492700563595,64,7,9,5,0,0,0
203,85,114.81492700563594,64,6,10,5,0,0,0
204,85,113.41492700563592,64,5,11,5,0,0,0
205,85,112.0149270056359,64,6,10,5,0,0,0
206,85,110.81492700563588,64,7,9,5,0,0,0
207,85,109.61492700563586,63,7,10,5,0,0,0
208,85,113.41492700563585,63,6,11,5,0,0,0
209,85,112.01492700563583,62,5,13,5,0,0,0
210,85,110.6149270056358,52,16,12,5,0,0,0
211,85,109.21492700563579,52,16,12,5,0,0,0
212,85,108.01492700563577,52,17,11,5,0,0,0
213,85,106.81492700563575,51,17,12,5,0,0,0
214,85,105.61492700563574,52,15,13,5,0,0,0
215,85,114.41492700563572,52,11,17,5,0,0,0
216,85,112.8149270056357,52,11,17,5,0,0,0
217,85,111.21492700563567,52,10,18,5,0,0,0
218,85,109.61492700563565,53,9,18,5,0,0,0
219,85,108.01492700563563,52,10,18,5,0,0,0
220,85,111.4149270056356,51,9,20,5,0,0,0
221,85,114.61492700563558,51,8,21,5,0,0,0
222,85,117.81492700563555,51,8,21,5,0,0,0
223,85,115.81492700563552,51,8,21,5,0,0,0
224,85,113.8149270056355,51,9,20,5,0,0,0
225,85,111.81492700563547,51,9,20,5,0,0,0
226,85,109.81492700563544,52,9,19,5,0,0,0
227,85,112.81492700563541,52,8,20,5,0,0,0
228,85,110.61492700563538,52,7,21,5,0,0,0
229,85,108.41492700563535,52,8,20,5,0,0,0
230,85,106.41492700563532,53,8,19,5,0,0,0
231,85,109.41492700563529,53,8,19,5,0,0,0
232,85,107.21492700563526,52,10,18,5,0,0,0
233,85,105.01492700563523,53,8,19,5,0,0,0
234,85,102.8149270056352,53,9,18,5,0,0,0
235,85,101.01492700563517,53,11,16,5,0,0,0
236,85,99.21492700563515,54,10,16,5,0,0,0
237,85,97.41492700563512,56,8,16,5,0,0,0
238,85,95.6149270056351,55,9,16,5,0,0,0
239,85,93.61492700563507,55,9,16,5,0,0,0
240,85,91.81492700563504,46,19,15,5,0,0,0
241,85,90.01492700563502,40,25,15,5,0,0,0
242,85,88.414927005635,41,25,14,5,0,0,0
243,85,92.01492700563497,40,26,14,5,0,0,0
244,85,90.41492700563495,39,28,13,5,0,0,0
245,85,98.81492700563493,40,24,16,5,0,0,0
246,85,101.8149270056349,40,22,18,5,0,0,0
247,85,99.61492700563487,40,23,17,5,0,0,0
248,85,97.41492700563484,40,23,17,5,0,0,0
249,85,100.2149270056348,40,21,19,5,0,0,0
250,85,108.01492700563477,40,20,20,5,0,0,0
251,85,105.41492700563474,41,18,21,5,0,0,0
252,85,102.8149270056347,43,15,22,5,0,0,0
253,85,100.41492700563467,42,18,20,5,0,0,0
254,85,103.21492700563464,43,17,20,5,0,0,0
255,85,100.8149270056346,43,17,20,5,0,0,0
256,85,98.41492700563457,44,16,20,5,0,0,0
257,85,101.01492700563453,44,15,21,5,0,0,0
258,85,98.4149270056345,43,17,20,5,0,0,0
259,85,95.81492700563446,41,17,22,5,0,0,0
260,85,93.21492700563442,41,18,21,5,0,0,0
261,85,90.61492700563439,41,18,21,5,0,0,0
262,85,88.01492700563435,43,15,22,5,0,0,0
263,85,85.41492700563431,43,15,22,5,0,0,0
264,85,83.01492700563428,44,15,21,5,0,0,0
265,85,80.61492700563424,44,15,21,5,0,0,0
266,85,78.41492700563421,45,16,19,5,0,0,0
267,85,76.41492700563418,47,15,18,5,0,0,0
268,85,74.61492700563416,48,15,17,5,0,0,0
269,85,72.81492700563413,48,14,18,5,0,0,0
270,85,76.21492700563411,45,17,18,5,0,0,0
271,85,74.61492700563409,43,21,16,5,0,0,0
272,85,73.41492700563407,43,24,13,5,0,0,0
273,85,72.21492700563405,43,25,12,5,0,0,0
274,85,71.01492700563404,48,23,9,5,0,0,0
275,85,69.81492700563402,53,21,6,5,0,0,0
276,85,73.614927005634,53,19,8,5,0,0,0
277,85,72.21492700563398,54,18,8,5,0,0,0
278,85,71.01492700563396,55,16,9,5,0,0,0
279,85,74.61492700563394,55,15,10,5,0,0,0
280,85,73.01492700563392,55,15,10,5,0,0,0
281,85,71.4149270056339,54,15,11,5,0,0,0
282,85,69.61492700563387,54,15,11,5,0,0,0
283,85,73.01492700563385,54,15,11,5,0,0,0
284,85,71.21492700563383,56,13,11,5,0,0,0
285,85,74.4149270056338,57,12,11,5,0,0,0
286,85,77.41492700563377,58,11,11,5,0,0,0
287,85,75.21492700563374,60,12,8,5,0,0,0
288,85,73.21492700563371,59,13,8,5,0,0,0
289,85,71.21492700563368,60,12,8,5,0,0,0
290,85,69.21492700563365,61,10,9,5,0,0,0
291,85,67.21492700563363,61,10,9,5,0,0,0
292,85,65.4149270056336,61,10,9,5,0,0,0
293,85,63.614927005633575,62,9,9,5,0,0,0
294,85,61.81492700563355,64,6,10,5,0,0,0
295,85,65.01492700563352,64,5,11,5,0,0,0
296,85,73.0149270056335,63,4,13,5,0,0,0
297,85,71.01492700563347,63,7,10,5,0,0,0
298,85,69.01492700563344,63,7,10,5,0,0,0
299,85,67.01492700563341,63,6,11,5,0,0,0
300,85,65.01492700563338,61,8,11,5,0,0,0
301,85,63.01492700563335,59,10,11,5,0,0,0
302,85,66.01492700563333,58,9,13,5,0,0,0
303,85,64.0149270056333,58,11,11,5,0,0,0
304,85,62.01492700563327,58,11,11,5,0,0,0
305,85,60.21492700563324,58,12,10,5,0,0,0
306,85,58.81492700563322,59,14,7,5,0,0,0
307,85,57.4149270056332,59,14,7,5,0,0,0
308,85,61.01492700563318,59,13,8,5,0,0,0
309,85,64.61492700563316,59,13,8,5,0,0,0
310,85,63.01492700563314,59,13,8,5,0,0,0
311,85,61.41492700563312,60,11,9,5,0,0,0
312,85,59.814927005633095,61,11,8,5,0,0,0
313,85,58.21492700563307,60,12,8,5,0,0,0
314,85,56.61492700563305,60,12,8,5,0,0,0
315,85,55.01492700563303,61,11,8,5,0,0,0
316,85,53.414927005633004,60,12,8,5,0,0,0
317,85,51.81492700563298,60,12,8,5,0,0,0
318,85,55.41492700563296,63,8,9,5,0,0,0
319,85,53.81492700563294,62,9,9,5,0,0,0
320,85,52.214927005632916,61,9,10,5,0,0,0
321,85,50.41492700563289,62,8,10,5,0,0,0
322,85,48.614927005632865,62,9,9,5,0,0,0
323,85,46.81492700563284,65,9,6,5,0,0,0
324,85,45.214927005632816,66,8,6,5,0,0,0
325,85,43.614927005632794,66,8,6,5,0,0,0
326,85,42.01492700563277,66,7,7,5,0,0,0
327,85,40.41492700563275,66,6,8,5,0,0,0
328,85,38.814927005632725,66,6,8,5,0,0,0
329,85,37.2149270056327,67,4,9,5,0,0,0
330,85,35.61492700563268,66,5,9,5,0,0,0
331,85,34.01492700563266,65,6,9,5,0,0,0
332,85,32.414927005632634,65,6,9,5,0,0,0
333,85,30.814927005632633,62,8,10,5,0,0,0
334,85,29.01492700563264,62,8,10,5,0,0,0
335,85,32.21492700563263,62,7,11,5,0,0,0
336,85,30.414927005632634,61,9,10,5,0,0,0
337,85,28.61492700563264,61,10,9,5,0,0,0
338,85,31.814927005632644,62,8,10,5,0,0,0
339,85,30.01492700563265,62,9,9,5,0,0,0
340,85,28.214927005632656,62,9,9,5,0,0,0
341,85,31.414927005632663,62,8,10,5,0,0,0
342,85,29.61492700563267,62,9,9,5,0,0,0
343,85,37.81492700563267,62,6,12,5,0,0,0
344,85,35.61492700563264,64,3,13,5,0,0,0
345,85,33.414927005632606,63,4,13,5,0,0,0
346,85,31.21492700563259,62,5,13,5,0,0,0
347,85,29.014927005632597,61,6,13,5,0,0,0
348,85,26.814927005632605,60,8,12,5,0,0,0
349,85,24.81492700563261,60,10,10,5,0,0,0
350,85,22.81492700563262,59,10,11,5,0,0,0
351,85,21.014927005632625,60,10,10,5,0,0,0
352,85,19.21492700563263,62,10,8,5,0,0,0
353,85,17.414927005632638,64,9,7,5,0,0,0
354,85,15.814927005632644,63,10,7,5,0,0,0
355,85,19.21492700563265,63,9,8,5,0,0,0
356,85,22.414927005632656,63,8,9,5,0,0,0
357,85,20.614927005632662,64,8,8,5,0,0,0
358,85,19.014927005632668,64,9,7,5,0,0,0
359,85,22.414927005632673,64,8,8,5,0,0,0
360,85,20.61492700563268,59,14,7,5,0,0,0
361,85,18.814927005632686,57,15,8,5,0,0,0
362,85,17.014927005632693,57,16,7,5,0,0,0
363,85,15.214927005632699,58,14,8,5,0,0,0
364,85,13.414927005632705,57,14,9,5,0,0,0
365,85,16.614927005632712,57,12,11,5,0,0,0
366,85,14.614927005632719,57,12,11,5,0,0,0
367,85,12.614927005632726,58,10,12,5,0,0,0
368,85,10.614927005632733,57,9,14,5,0,0,0
369,85,13.61492700563274,56,8,16,5,0,0,0
370,85,11.614927005632747,57,8,15,5,0,0,0
371,85,9.614927005632754,57,8,15,5,0,0,0
372,85,8.01492700563276,57,8,15,5,0,0,0
373,85,6.614927005632759,58,9,13,5,0,0,0
374,85,5.214927005632758,57,9,14,5,0,0,0
375,85,8.614927005632758,56,9,15,5,0,0,0
376,85,7.014927005632759,54,11,15,5,0,0,0
377,85,5.414927005632758,56,9,15,5,0,0,0
378,85,3.8149270056327564,58,8,14,5,0,0,0
379,85,2.214927005632755,57,9,14,5,0,0,0
380,85,0.6149270056327552,56,10,14,5,0,0,0
381,85,0.01492700563275512,58,11,11,5,0,0,0
382,85,0.01492700563275512,59,11,10,5,0,0,0
383,85,0.01492700563275512,60,10,10,5,0,0,0
384,85,0.01492700563275512,61,9,10,5,0,0,0
385,85,0.01492700563275512,61,9,10,5,0,0,0
386,85,0.01492700563275512,61,9,10,5,0,0,0
387,85,4.814927005632755,58,9,13,5,0,0,0
388,85,3.8149270056327538,66,9,5,5,0,0,0
389,85,2.814927005632753,68,6,6,5,0,0,0
390,85,1.8149270056327522,57,16,7,5,0,0,0
391,85,0.8149270056327524,54,19,7,5,0,0,0
392,85,4.814927005632752,54,17,9,5,0,0,0
393,85,3.614927005632751,52,19,9,5,0,0,0
394,85,2.41492700563275,52,20,8,5,0,0,0
395,85,16.214927005632752,52,16,12,5,0,0,0
396,85,24.41492700563276,51,14,15,5,0,0,0
397,85,27.214927005632767,50,14,16,5,0,0,0
398,85,24.814927005632775,49,16,15,5,0,0,0
399,85,27.414927005632784,50,14,16,5,0,0,0
400,85,24.814927005632793,50,12,18,5,0,0,0
401,85,27.214927005632802,49,11,20,5,0,0,0
402,85,34.214927005632795,49,8,23,5,0,0,0
403,85,31.014927005632767,49,9,22,5,0,0,0
404,85,37.81492700563274,49,7,24,5,0,0,0
405,85,34.21492700563269,49,7,24,5,0,0,0
406,85,30.614927005632662,47,8,25,5,0,0,0
407,85,32.01492700563266,45,10,25,5,0,0,0
408,85,28.21492700563267,45,10,25,5,0,0,0
409,85,29.614927005632683,44,10,26,5,0,0,0
410,85,30.814927005632697,44,9,27,5,0,0,0
411,85,27.21492700563271,44,11,25,5,0,0,0
412,85,23.614927005632723,44,11,25,5,0,0,0
413,85,20.014927005632735,49,10,21,5,0,0,0
414,85,16.814927005632747,55,12,13,5,0,0,0
415,85,13.614927005632758,55,12,13,5,0,0,0
416,85,10.41492700563277,56,9,15,5,0,0,0
417,85,7.214927005632777,56,9,15,5,0,0,0
418,85,4.014927005632774,55,9,16,5,0,0,0
419,85,0.8149270056327729,55,9,16,5,0,0,0
420,85,0.014927005632772883,62,11,7,5,0,0,0
421,85,0.014927005632772883,65,11,4,5,0,0,0
422,85,0.014927005632772883,65,11,4,5,0,0,0
423,85,0.014927005632772883,65,10,5,5,0,0,0
424,85,0.014927005632772883,65,10,5,5,0,0,0
425,85,0.014927005632772883,66,8,6,5,0,0,0
426,85,5.014927005632773,68,5,7,5,0,0,0
427,85,4.214927005632772,68,5,7,5,0,0,0
428,85,3.414927005632771,68,5,7,5,0,0,0
429,85,7.6149270056327705,67,4,9,5,0,0,0
430,85,6.61492700563277,67,4,9,5,0,0,0
431,85,5.614927005632769,66,3,11,5,0,0,0
432,85,4.614927005632768,65,3,12,5,0,0,0
433,85,3.614927005632767,65,3,12,5,0,0,0
434,85,2.614927005632766,65,2,13,5,0,0,0
435,85,1.6149270056327656,65,2,13,5,0,0,0
436,85,0.6149270056327658,65,2,13,5,0,0,0
437,85,5.0149270056327655,66,1,13,5,0,0,0
438,85,4.014927005632765,75,2,3,5,0,0,0
439,85,8.014927005632765,76,1,3,5,0,0,0
440,85,6.814927005632764,74,3,3,5,0,0,0
441,85,5.8149270056327635,74,4,2,5,0,0,0
442,85,4.814927005632763,74,4,2,5,0,0,0
443,85,3.8149270056327618,74,4,2,5,0,0,0
444,85,2.814927005632761,74,4,2,5,0,0,0
445,85,1.8149270056327602,73,5,2,5,0,0,0
446,85,0.8149270056327604,72,6,2,5,0,0,0
447,85,0.014927005632760448,72,6,2,5,0,0,0
448,85,0.014927005632760448,72,8,0,5,0,0,0
449,85,0.014927005632760448,72,8,0,5,0,0,0
450,85,9.414927005632762,70,8,2,5,0,0,0
451,85,8.414927005632766,68,9,3,5,0,0,0
452,85,7.214927005632767,67,10,3,5,0,0,0
453,85,11.014927005632765,66,10,4,5,0,0,0
454,85,9.61492700563277,67,9,4,5,0,0,0
455,85,18.214927005632777,67,7,6,5,0,0,0
456,85,16.414927005632784,66,8,6,5,0,0,0
457,85,24.61492700563279,66,6,8,5,0,0,0
458,85,27.614927005632797,65,6,9,5,0,0,0
459,85,25.414927005632805,66,6,8,5,0,0,0
460,85,23.214927005632813,65,6,9,5,0,0,0
461,85,20.81492700563282,64,6,10,5,0,0,0
462,85,23.41492700563283,65,5,10,5,0,0,0
463,85,20.81492700563284,65,5,10,5,0,0,0
464,85,18.414927005632848,64,5,11,5,0,0,0
465,85,16.214927005632855,64,6,10,5,0,0,0
466,85,14.014927005632863,65,5,10,5,0,0,0
467,85,11.814927005632871,65,4,11,5,0,0,0
468,85,9.614927005632879,64,5,11,5,0,0,0
469,85,7.414927005632884,64,5,11,5,0,0,0
470,85,10.414927005632887,64,5,11,5,0,0,0
471,85,8.214927005632894,64,5,11,5,0,0,0
472,85,6.214927005632894,64,6,10,5,0,0,0
473,85,4.214927005632892,64,6,10,5,0,0,0
474,85,2.6149270056328904,61,9,10,5,0,0,0
475,85,0.8149270056328901,64,9,7,5,0,0,0
476,85,4.014927005632889,67,6,7,5,0,0,0
477,85,2.014927005632887,66,5,9,5,0,0,0
478,85,0.014927005632887458,67,6,7,5,0,0,0
479,85,0.014927005632887458,75,5,0,5,0,0,0
480,85,0.014927005632887458,72,6,2,5,0,0,0
481,85,9.41492700563289,71,6,3,5,0,0,0
482,85,8.414927005632894,71,7,2,5,0,0,0
483,85,7.414927005632895,68,7,5,5,0,0,0
484,85,6.414927005632894,70,7,3,5,0,0,0
485,85,5.414927005632893,72,6,2,5,0,0,0
486,85,9.414927005632894,68,5,7,5,0,0,0
487,85,8.214927005632898,66,6,8,5,0,0,0
488,85,7.014927005632898,66,6,8,5,0,0,0
489,85,5.814927005632897,66,6,8,5,0,0,0
490,85,9.814927005632898,69,6,5,5,0,0,0
491,85,8.614927005632902,70,6,4,5,0,0,0
492,85,12.414927005632904,68,5,7,5,0,0,0
493,85,15.81492700563291,69,4,7,5,0,0,0
494,85,19.014927005632916,68,3,9,5,0,0,0
495,85,17.014927005632924,68,3,9,5,0,0,0
496,85,15.01492700563293,68,4,8,5,0,0,0
497,85,13.214927005632937,67,5,8,5,0,0,0
498,85,16.414927005632943,68,3,9,5,0,0,0
499,85,14.61492700563295,67,5,8,5,0,0,0
500,85,12.814927005632956,67,5,8,5,0,0,0
501,85,11.014927005632963,67,5,8,5,0,0,0
502,85,9.214927005632969,67,5,8,5,0,0,0
503,85,7.414927005632973,66,6,8,5,0,0,0
504,85,5.614927005632971,65,7,8,5,0,0,0
505,85,3.8149270056329696,64,8,8,5,0,0,0
506,85,2.014927005632968,65,7,8,5,0,0,0
507,85,0.2149270056329683,65,7,8,5,0,0,0
508,85,0.014927005632968282,71,6,3,5,0,0,0
509,85,0.014927005632968282,72,6,2,5,0,0,0
510,85,0.014927005632968282,67,10,3,5,0,0,0
511,85,0.014927005632968282,60,13,7,5,0,0,0
512,85,0.014927005632968282,58,13,9,5,0,0,0
513,85,5.014927005632968,55,14,11,5,0,0,0
514,85,9.214927005632969,54,11,15,5,0,0,0
515,85,8.014927005632973,54,10,16,5,0,0,0
516,85,16.814927005632974,54,8,18,5,0,0,0
517,85,15.21492700563298,53,9,18,5,0,0,0
518,85,13.614927005632985,53,9,18,5,0,0,0
519,85,12.014927005632991,52,10,18,5,0,0,0
520,85,10.414927005632997,54,10,16,5,0,0,0
521,85,18.814927005633002,61,8,11,5,0,0,0
522,85,26.81492700563301,61,6,13,5,0,0,0
523,85,24.614927005633017,61,6,13,5,0,0,0
524,85,27.414927005633025,61,4,15,5,0,0,0
525,85,25.014927005633034,60,4,16,5,0,0,0
526,85,22.614927005633042,59,4,17,5,0,0,0
527,85,20.21492700563305,59,3,18,5,0,0,0
528,85,17.81492700563306,60,2,18,5,0,0,0
529,85,15.614927005633067,57,4,19,5,0,0,0
